foreign,foreigncountry_cleaned,shpmtyear,country_name,country_iso3,cleaned_name,cleaned_ID,matching_score,cleaned_name_pred
Shanghai Wangxun Trading,China,2019,China,CHN,Shanghai Lingyuan Trading,2950_CHN,86,Shanghai Xinbang International Trading
Nine Nine Du,Thailand,2019,Thailand,THA,Nine Nine Du,4037_THA,0,Shanghai Xinbang International Trading
Elian International V O F,Netherlands,2019,Netherlands,NLD,Elian International V O F,1740_NLD,0,Shanghai Xinbang International Trading
Bertele' Srl,Italy,2019,Italy,ITA,Bertele' Srl,3595_ITA,0,Shanghai Xinbang International Trading
Paper Alliance Fzc,Ethiopia,2020,Ethiopia,ETH,Paper Alliance Fzc,27_ETH,100,Shanghai Xinbang International Trading
Apj Corporation,Japan,2020,Japan,JPN,Asics Corporation,77_JPN,81,Shanghai Xinbang International Trading
Hm Hennes Mauritz (Pty) Hm Hennes Mauritz (Pty),Australia,2019,Australia,AUS,Hm Hennes Mauritz (Pty) Hm Hennes Mauritz (Pty),1647_AUS,100,H M Hennes Mauritz Colombia S A S
Wabtecsct Standard Car Trucka Wabtec,United States,2020,United States,USA,Wabtecstc Standard Car Trucka Wabtec,18052_USA,97,Shanghai Xinbang International Trading
Figueras International Seating Asia Pte,Singapore,2020,Singapore,SGP,Figueras International Seating Asia Pte,13420_SGP,0,Shanghai Xinbang International Trading
Vermaat Technics B V,Netherlands,2019,Netherlands,NLD,Vermaat Technics B V,3405_NLD,100,Shanghai Xinbang International Trading
Hong Kong Sino Bridge Ltd.,Hong Kong,2020,Hong Kong,HKG,Hong Kong Ssin Liang Ltd,325_HKG,82,Shanghai Xinbang International Trading
Hbl Warehouse,China,2020,China,CHN,Hmg Warehouse,6963_CHN,85,Shanghai Xinbang International Trading
Xiamen Probtain Nonwoven,China,2020,China,CHN,Xiamen Probtain Nonwoven,31033_CHN,100,Shanghai Xinbang International Trading
Saigontruongancompany Ltd.,Vietnam,2020,Vietnam,VNM,Saigontruongancompany Ltd,4021_VNM,0,Shanghai Xinbang International Trading
Pergamon Status Dis Ticaret A S,Turkey,2020,Turkey,TUR,Pergamon Status Dis Tic A S,2606_TUR,93,Shanghai Xinbang International Trading
Ecna Microbiology,United Kingdom,2019,United Kingdom,GBR,Echa Microbiology,5997_GBR,94,Shanghai Xinbang International Trading
Oia Global Logistics China Ltd.,United States,2020,United States,USA,Oia Global Logistics China Ltd,23479_USA,100,Shanghai Xinbang International Trading
Choishins Vn,Vietnam,2019,Vietnam,VNM,Choi Shins Vina,2957_VNM,81,Shanghai Xinbang International Trading
Shenzhen Datamax Technology Fact,China,2020,China,CHN,Shenzhen Datamax Technology Fact,45581_CHN,0,Shanghai Xinbang International Trading
Weberstephen Products Llc,United States,2020,United States,USA,Weberstephen Products Llc,1617_USA,0,Shanghai Xinbang International Trading
Rocky Pistolato Cash Carry,Montenegro,2019,Montenegro,MNE,Rocky Pistolato Cash Carry,34_MNE,0,Shanghai Xinbang International Trading
Danyang Zhengyang Tools Mfg.,China,2020,China,CHN,Danyang Zhengyang Tools Mfg,41397_CHN,0,Shanghai Xinbang International Trading
Zhongshan Tanfull Star Trade,China,2020,China,CHN,Zhongshan Tanfull Star Trade,46076_CHN,0,Shanghai Xinbang International Trading
Swee Lee Holding Pte,Singapore,2019,Singapore,SGP,Swee Lee Holdings Pte,1155_SGP,98,Shanghai Xinbang International Trading
Elnusa Verde Lda,OTH,2019,OTH,OTH,Elnusa Verde Lda,130_OTH,0,Shanghai Xinbang International Trading
Skechers Footwear Hk Ltd.,Hong Kong,2020,Hong Kong,HKG,Skechers Footwear Hk Ltd,4252_HKG,0,Shanghai Xinbang International Trading
Etablissements Guy Demarle,France,2020,France,FRA,Etablissements Guy Demarle,3845_FRA,100,Shanghai Xinbang International Trading
Maxxima Resources M Sdn Bhd,Malaysia,2020,Malaysia,MYS,Nakaitome Resources M Sdn Bhd,7659_MYS,82,Shanghai Xinbang International Trading
Saga Togo A C Sofitex Burkina Faso,Burkina Faso,2019,Burkina Faso,BFA,Saga Togo A C Sofitex Burkina Faso,72_BFA,0,Shanghai Xinbang International Trading
Jiarong Enterprises,China,2019,China,CHN,Jiarong Enterprises,21710_CHN,100,Shanghai Xinbang International Trading
Zouping Jingguang Coke Trading,China,2019,China,CHN,Zouping Jingguang Coke Trading,33235_CHN,100,Shanghai Xinbang International Trading
Tata International Vietnam Co.,Vietnam,2020,Vietnam,VNM,Toray International Vetnam,1318_VNM,84,Shanghai Xinbang International Trading
Sfi Reliance,France,2019,France,FRA,Sfi Reliance,2976_FRA,100,Shanghai Xinbang International Trading
Winga Garment Holdings Ltd.,Hong Kong,2019,Hong Kong,HKG,Winga Garment Holdings Ltd,3323_HKG,0,Shanghai Xinbang International Trading
Cubic Defense Applications,United States,2020,United States,USA,Cubic Defense Applications,26932_USA,0,Shanghai Xinbang International Trading
Hacienda Del Sol,Netherlands,2019,Netherlands,NLD,Hacienda Del Sol,2224_NLD,0,Shanghai Xinbang International Trading
Shams Perfumes,Qatar,2019,Qatar,QAT,Shams Perfumes,378_QAT,0,Shanghai Xinbang International Trading
Gaariin Industrial,China,2019,China,CHN,Grand Gain Industrial,28851_CHN,82,Shanghai Xinbang International Trading
Khee Trading Inc.,United States,2020,United States,USA,Khee Trading Inc,4430_USA,100,Shanghai Xinbang International Trading
To The Order Of Ameropa Australia (Pty),Australia,2020,Australia,AUS,To The Order Of Ameropa Australia (Pty),4404_AUS,100,Shanghai Xinbang International Trading
Janus Et Cieeurope Tramo Srl,Italy,2019,Italy,ITA,Janus Et Cie Europe Srl,1405_ITA,82,Shanghai Xinbang International Trading
Aes Development Llc,Switzerland,2019,Switzerland,CHE,Aes Development Llc,1090_CHE,0,Shanghai Xinbang International Trading
Huanghua Faithful Imp. Exp.,China,2020,China,CHN,Huanghua Faithful Imp Exp,18793_CHN,100,Shanghai Xinbang International Trading
Itochu Deutschland Gmb H,Germany,2019,Germany,DEU,Itochu Deutschland Gmb H,2094_DEU,0,Shanghai Xinbang International Trading
Centralized Trade Operation Cto,Pakistan,2020,Pakistan,PAK,Centralized Trade Operation Cto,800_PAK,0,Shanghai Xinbang International Trading
Dalian Tyhoon Shipping Agency,China,2020,China,CHN,Dalian Tyhoon Shipping Agency,456_CHN,0,Shanghai Xinbang International Trading
Maruyasu Industries,Japan,2020,Japan,JPN,Matsuo Industries,1788_JPN,83,Shanghai Xinbang International Trading
Minatohama,Japan,2020,Japan,JPN,Minatohama,5089_JPN,0,Shanghai Xinbang International Trading
Riken Technos International Corporation,Japan,2020,Japan,JPN,Riken Technos International Corporation,9053_JPN,0,Shanghai Xinbang International Trading
Gold East Trading Hongkong,Hong Kong,2019,Hong Kong,HKG,Gold East Trading Hkg,11779_HKG,89,Shanghai Xinbang International Trading
Norel Misr S A E,Egypt,2020,Egypt,EGY,Norel Misr S A E,726_EGY,0,Shanghai Xinbang International Trading
Herbal Care Trading Sdn Bhd,Malaysia,2019,Malaysia,MYS,Hotels More Trading Sdn Bhd,4637_MYS,81,Shanghai Xinbang International Trading
Ezrazons 37 West,United States,2019,United States,USA,Ezrazons 37 West,10374_USA,0,Shanghai Xinbang International Trading
Shanghai Dong Pi Biotech,China,2019,China,CHN,Shanghai Dongsheng Biotech,16607_CHN,84,Shanghai Xinbang International Trading
Gea Farm Technologies Canada,Canada,2019,Canada,CAN,Gea Farm Technologies Canada,2701_CAN,100,Shanghai Xinbang International Trading
Electronic System S A,Argentina,2019,Argentina,ARG,Electronic System S A,172_ARG,0,Shanghai Xinbang International Trading
Everich Commerce Group Ltd.,China,2020,China,CHN,Everich Commerce Group Ltd,26887_CHN,0,Shanghai Xinbang International Trading
Canon Prachinburi Thailand,Thailand,2019,Thailand,THA,Canon Prachinburi Thailand,689_THA,0,Shanghai Xinbang International Trading
Kocent Optec Ltd.,Hong Kong,2020,Hong Kong,HKG,Kocent Optec Ltd,9509_HKG,0,Shanghai Xinbang International Trading
Lina,Malaysia,2020,Malaysia,MYS,Lina,7_MYS,0,Shanghai Xinbang International Trading
Ingiridients Plus Sdn Bhd,Malaysia,2020,Malaysia,MYS,Inredients Plus Sdn Bhd,1328_MYS,92,Shanghai Xinbang International Trading
Galil Chemicals,Israel,2020,Israel,ISR,Galil Chemicals,168_ISR,0,Shanghai Xinbang International Trading
Janus Services B V,Netherlands,2019,Netherlands,NLD,Janus Services B V,821_NLD,100,Shanghai Xinbang International Trading
Tatawa Industries (M) Sdn. Bhd.,Malaysia,2019,Malaysia,MYS,Kitra Industries (M) Sdn Bhd,4974_MYS,88,Shanghai Xinbang International Trading
Kolmar Americas,United States,2019,United States,USA,Kolmar Americas,14275_USA,0,Shanghai Xinbang International Trading
Qingdao Jinyuxiang Ocean Technology,China,2019,China,CHN,Qingdao Qinyuan Technology,15127_CHN,82,Shanghai Xinbang International Trading
Staples Promotional Products,United States,2020,United States,USA,Staples Promotional Products,9014_USA,100,Shanghai Xinbang International Trading
Cukurova Kimya Endustrisi As,Turkey,2020,Turkey,TUR,Cukurova Kimya Endustrisi As,64_TUR,100,Shanghai Xinbang International Trading
Smdealerspons Footlocker,United States,2020,United States,USA,Smdealerspons Footlocker,10999_USA,0,Shanghai Xinbang International Trading
Yongli Materials,Vietnam,2020,Vietnam,VNM,Yongli Materials,8816_VNM,0,Shanghai Xinbang International Trading
Safa Itc General Trading Llc,United Arab Emirates,2020,United Arab Emirates,ARE,Shekhawati General Trading Llc,1379_ARE,83,Shanghai Xinbang International Trading
Qingdao Blt Packing Industrial,Hong Kong,2019,Hong Kong,HKG,Qingdao Blt Packing Industrial,12113_HKG,0,Shanghai Xinbang International Trading
Yuhuan Fengyin Imp. Exp.,China,2020,China,CHN,Yuhuan Xingxin Imp Exp,5565_CHN,86,Shanghai Xinbang International Trading
K Logistic China Ltd.,Hong Kong,2019,Hong Kong,HKG,K Logistics China Ltd,2378_HKG,98,Shanghai Xinbang International Trading
Acma For Chemicaln Ining Hq Helopolis Bldig,China,2019,China,CHN,Acma For Chemicaln Ining Hq Helopolis Bldig,10723_CHN,0,Shanghai Xinbang International Trading
Cromwell International,United Kingdom,2020,United Kingdom,GBR,Cromwell International,6959_GBR,100,Shanghai Xinbang International Trading
Diamond Power Service Sea,Thailand,2020,Thailand,THA,Diamond Power Services Sea,4541_THA,98,Shanghai Xinbang International Trading
Zdesign,Russia,2019,Russia,RUS,Zdesign,1352_RUS,0,Shanghai Xinbang International Trading
Tapro Corp,Vietnam,2019,Vietnam,VNM,Tapro Corp,260_VNM,0,Shanghai Xinbang International Trading
A V Thomas Leather Allied Product Priv,India,2020,India,IND,A V Thomas Leather Allied Product Priv,10756_IND,0,Shanghai Xinbang International Trading
Coats Bangladesh Unit1,Bangladesh,2020,Bangladesh,BGD,Coats Bangladesh Unit1,42_BGD,100,Shanghai Xinbang International Trading
Aromatic Paper Sdn Bhd,Malaysia,2019,Malaysia,MYS,Aromatic Paper Sdn Bhd,2435_MYS,0,Shanghai Xinbang International Trading
Traderoots,Kenya,2020,Kenya,KEN,Traderoots,366_KEN,0,Shanghai Xinbang International Trading
Technipfmc Pte,Singapore,2019,Singapore,SGP,Technip Fmc Pte,10833_SGP,90,Shanghai Xinbang International Trading
Farad Electronics Hui Dong O B Avnet K K,China,2019,China,CHN,Farad Electronics Hui Dong O B Avnet K K,53013_CHN,0,Shanghai Xinbang International Trading
Fontana S A,Brazil,2020,Brazil,BRA,Fontana Sa,641_BRA,86,Shanghai Xinbang International Trading
Concordia International Forwading Pte,Singapore,2020,Singapore,SGP,Concordia International Forwarding Pte,1484_SGP,99,Shanghai Xinbang International Trading
Premcem Gums,India,2019,India,IND,Premcem Gums,8993_IND,100,Shanghai Xinbang International Trading
Smilax Laboratories Ltd.,India,2019,India,IND,Ipca Laboratories Ltd,6903_IND,82,Shanghai Xinbang International Trading
Masoom Corporation,Pakistan,2019,Pakistan,PAK,Mattoo Corporation,36_PAK,89,Sampo Corporation
Solvay Bangpoo Specialty Chemicals,Thailand,2020,Thailand,THA,Solvay Bangpoo Specialty Chemicals,186_THA,100,Shanghai Xinbang International Trading
"V Star Minerals Co., Ltd.",Vietnam,2020,Vietnam,VNM,"V Star Minerals Co, Ltd",2859_VNM,100,Shanghai Xinbang International Trading
Elta Fans Malaysia Sdn Bhd,Malaysia,2019,Malaysia,MYS,Evyap Sabun Malaysia Sdn Bhd,2158_MYS,81,Shanghai Xinbang International Trading
Logiworld Vietnam,Vietnam,2019,Vietnam,VNM,Logiworld Vietnam,7320_VNM,0,Shanghai Xinbang International Trading
Voith Paper International Trading,China,2020,China,CHN,Voith Paper International Trading,53688_CHN,0,Shanghai Xinbang International Trading
Welltech Holding Corporation Ltd.,Hong Kong,2020,Hong Kong,HKG,Welltech Holding Corporation Ltd,6323_HKG,0,Shanghai Xinbang International Trading
Sunny Garment Accesories,Hong Kong,2019,Hong Kong,HKG,Sunny Garment Accessories,1633_HKG,98,Shanghai Xinbang International Trading
Haoneng Industries Corp,China,2019,China,CHN,Haoneng Industries Corp,37789_CHN,0,Shanghai Xinbang International Trading
Topfame Hk Trading Ltd.,Hong Kong,2019,Hong Kong,HKG,Topfame Hk Trading Ltd,1468_HKG,100,Shanghai Xinbang International Trading
Chin H Meen Sons,Papua New Guinea,2020,Papua New Guinea,PNG,Chin H Meen Sons,24_PNG,0,Shanghai Xinbang International Trading
Nephi Acluba,Canada,2020,Canada,CAN,Nephi Acluba,746_CAN,0,Shanghai Xinbang International Trading
Samson Paper M Sdn Bhd,Malaysia,2020,Malaysia,MYS,Samson Paper M Sdn Bhd,948_MYS,100,Shanghai Xinbang International Trading
"Pacific Agricultural Exp. Co., Ltd.",Vietnam,2020,Vietnam,VNM,"Pacific Agricultural Exp Co, Ltd",7832_VNM,0,Shanghai Xinbang International Trading
Hki Japan Ltd.,Japan,2020,Japan,JPN,Hki Japan Ltd,374_JPN,0,Shanghai Xinbang International Trading
Sino Metallurgic Group Hk Ltd.,China,2020,China,CHN,Sino Metallurgic Group Hk Ltd,15631_CHN,100,Shanghai Xinbang International Trading
Faisal Khan Trading Llc,United Arab Emirates,2020,United Arab Emirates,ARE,Faisal Khan Trading Llc,107_ARE,100,Shanghai Xinbang International Trading
Lorient Polyproducts Ltd.,United Kingdom,2020,United Kingdom,GBR,Lorient Polyproducts Ltd,2229_GBR,0,Shanghai Xinbang International Trading
Christos Batsarisakis,Greece,2019,Greece,GRC,Christos Batsarisakis,402_GRC,0,Shanghai Xinbang International Trading
Zhangzhou Fortune Home Decor,China,2019,China,CHN,Zhangzhou Fortune Home Decor,20305_CHN,0,Shanghai Xinbang International Trading
Shenzhen Sunqit Electronic Technolo,China,2020,China,CHN,Shenzhen Yirongchuan Electronic Technology,5833_CHN,81,Shanghai Xinbang International Trading
Al Maya International W L L,Qatar,2020,Qatar,QAT,Al Maaref International Trading W L L,19_QAT,81,Shanghai Xinbang International Trading
Ningde Lunfeng Shipping,China,2019,China,CHN,Ningde Lunfeng Shipping,44239_CHN,0,Shanghai Xinbang International Trading
Foremostco,United States,2019,United States,USA,Foremostco,2198_USA,0,Shanghai Xinbang International Trading
Rigora,Ukraine,2020,Ukraine,UKR,Rigora,516_UKR,0,Shanghai Xinbang International Trading
Boost Group Ltd.,Hong Kong,2020,Hong Kong,HKG,Posten Group Ltd,5294_HKG,84,Shanghai Xinbang International Trading
Sin Sung Lie Electrical Sdn Bhd,Malaysia,2020,Malaysia,MYS,Sin Sung Lie Electrical Sdn Bhd,8548_MYS,0,Shanghai Xinbang International Trading
Zhejiang Cheering Sewing Machine,China,2019,China,CHN,Zhejiang Maqi Sewing Machines,10039_CHN,82,Shanghai Xinbang International Trading
Decora Blind Systems,United Kingdom,2020,United Kingdom,GBR,Decora Blind Systems,48_GBR,0,Shanghai Xinbang International Trading
Horiba Thailand Ltd.,Thailand,2020,Thailand,THA,Horiba Thailand Ltd,5464_THA,0,Shanghai Xinbang International Trading
Sogelam,France,2020,France,FRA,Sogelam,3383_FRA,100,Shanghai Xinbang International Trading
Shanghai Haiyang Fengrun Textile,China,2019,China,CHN,Shanghai Xiang Fu Textile,8879_CHN,84,Shanghai Xinbang International Trading
Ming King Industrial,Taiwan,2020,Taiwan,TWN,Jing Peng Industrial,1685_TWN,85,Shanghai Xinbang International Trading
Continental Aftermarket Gmb H,Germany,2020,Germany,DEU,Continental Aftermarket Gmb H,6373_DEU,0,Shanghai Xinbang International Trading
Emerson Asia Pacific Private Ltd. Rm,Singapore,2020,Singapore,SGP,Emerson Asia Pacific Private Ltd Tee Mong Kai,3566_SGP,82,Shanghai Xinbang International Trading
Shuye Enviromental Technology,China,2019,China,CHN,Shuye Enviromental Technology,2817_CHN,100,Shanghai Xinbang International Trading
Comercializadora Nacional Textil Sa De Cv,Mexico,2019,Mexico,MEX,Comercializadora Nacional Textil Sa De Cv,991_MEX,100,Shanghai Xinbang International Trading
Prophile Sound Industries Inc.,Philippines,2020,Philippines,PHL,Prophile Sound Industries,2719_PHL,93,Shanghai Xinbang International Trading
Caleb Weikuang Enterprise,Taiwan,2020,Taiwan,TWN,Caleb Weikuang Enterprise,9346_TWN,0,Shanghai Xinbang International Trading
Bemo Rail Bv,Netherlands,2020,Netherlands,NLD,Bemo Rail Bv,3378_NLD,0,Shanghai Xinbang International Trading
Textile Scala Sa Carrer El Pla,Spain,2020,Spain,ESP,Textile Scala Sa Carrer El Pla,1273_ESP,0,Shanghai Xinbang International Trading
Kontech Electronics,China,2019,China,CHN,Koa Electronics,11212_CHN,82,Shanghai Xinbang International Trading
Changzhou New Star Refrigeration Lt,China,2019,China,CHN,Changzhou Aidear Refrigeration,28014_CHN,83,Shanghai Xinbang International Trading
Fauna International,India,2020,India,IND,Ganpati International,2283_IND,85,Shanghai Xinbang International Trading
Syg Thailand,Thailand,2019,Thailand,THA,Pbg Thailand,3162_THA,83,Shanghai Xinbang International Trading
Lian Ee Hydraulics Pte,Singapore,2019,Singapore,SGP,Lian Ee Hydraulics Pte,10325_SGP,100,Shanghai Xinbang International Trading
Loreal Taiwan,Taiwan,2020,Taiwan,TWN,Loreal Taiwan,583_TWN,100,Shanghai Xinbang International Trading
Zhongshan Yida Apparel,China,2020,China,CHN,Zhongshan Yida Apparel,29150_CHN,100,Shanghai Xinbang International Trading
Lfashion Group Oy Motorsport,Finland,2019,Finland,FIN,Lfashion Group Oy Motorsport,67_FIN,0,Shanghai Xinbang International Trading
Sun Sand Sport Llc,United Arab Emirates,2019,United Arab Emirates,ARE,Sun Sand Sport Llc,142_ARE,0,Shanghai Xinbang International Trading
Nanpao Materials Vietnam,Vietnam,2019,Vietnam,VNM,Nanpao Materials Vietnam,3640_VNM,100,Shanghai Xinbang International Trading
Mineralmuehle Leun Rau Gmb H Kg,Germany,2019,Germany,DEU,Mineralmuehle Leun Rau Gmb H Kg,7903_DEU,0,Shanghai Xinbang International Trading
Jsc Avialift Vladivosto,Russia,2019,Russia,RUS,Jsc Avialift Vladivostok,641_RUS,98,Shanghai Xinbang International Trading
Gahaaranda S L L,Spain,2020,Spain,ESP,Gahaaranda S L L,3378_ESP,0,Shanghai Xinbang International Trading
Aseleo Care Fiji,Fiji,2020,Fiji,FJI,Asaleo Care Fiji Ltd,14_FJI,83,Shanghai Xinbang International Trading
Oostvogels Logistics B V,Netherlands,2020,Netherlands,NLD,Oostvogels Logistic B V,309_NLD,98,Shanghai Xinbang International Trading
Orient Star Transport International,Taiwan,2019,Taiwan,TWN,Orient Star Transport International,4526_TWN,100,Shanghai Xinbang International Trading
Italtinto Europe S R I,Italy,2019,Italy,ITA,Italtinto Europe Srl,5098_ITA,86,Shanghai Xinbang International Trading
Mav Prueftechnik Gmb H,Germany,2019,Germany,DEU,Mav Prueftechnik Gmb H,3379_DEU,0,Shanghai Xinbang International Trading
Tdksensors Ag Kg,Germany,2019,Germany,DEU,Tdk Sensors Ag Kg,51_DEU,91,Shanghai Xinbang International Trading
